"Country","Confirmed","Deaths","Recovered","Active","Date","Lat","Long"
"Nepal",1,0,1,0,2020-03-18,"28.394857","84.124008"
"Netherlands",2056,58,2,1996,2020-03-18,"52.132633","5.291266"
"New Zealand",20,0,0,20,2020-03-18,"-40.900557","174.885971"
"Nigeria",8,0,1,7,2020-03-18,"9.081999","8.675277"
"North Macedonia",35,0,1,34,2020-03-18,"41.608635","21.745275"
"Norway",1550,6,1,1543,2020-03-18,"60.472024","8.468946"
"Oman",39,0,12,27,2020-03-18,"21.512583","55.923255"
"Pakistan",299,0,2,297,2020-03-18,"30.375321","69.345116"
"Panama",86,1,0,85,2020-03-18,"8.537981","-80.782127"
"Paraguay",11,0,0,11,2020-03-18,"-23.442503","-58.443832"
"Peru",145,0,1,144,2020-03-18,"-9.189967","-75.015152"
"Philippines",202,19,5,178,2020-03-18,"12.879721","121.774017"
"Poland",251,5,13,233,2020-03-18,"51.919438","19.145136"
"Portugal",448,2,3,443,2020-03-18,"39.399872","-8.224454"
"Puerto Rico",0,0,0,0,2020-03-18,"-22.95764","18.49041"
"Qatar",452,0,4,448,2020-03-18,"25.354826","51.183884"
"Republic of the Congo",0,0,0,0,2020-03-18,"-22.95764","18.49041"
"Reunion",12,0,0,12,2020-03-18,"-22.95764","18.49041"
"Romania",260,0,19,241,2020-03-18,"45.943161","24.96676"
"Russia",147,0,8,139,2020-03-18,"61.52401","105.318756"
"Rwanda",8,0,0,8,2020-03-18,"-1.940278","29.873888"
"Saint Lucia",2,0,0,2,2020-03-18,"13.909444","-60.978893"
"Saint Vincent and the Grenadines",1,0,0,1,2020-03-18,"12.984305","-61.287228"
"San Marino",119,11,4,104,2020-03-18,"43.94236","12.457777"
"Saudi Arabia",171,0,6,165,2020-03-18,"23.885942","45.079162"
"Senegal",31,0,2,29,2020-03-18,"14.497401","-14.452362"
"Serbia",83,0,1,82,2020-03-18,"44.016521","21.005859"
"Seychelles",4,0,0,4,2020-03-18,"-4.679574","55.491977"
"Singapore",313,0,114,199,2020-03-18,"1.352083","103.819836"
"Slovakia",105,1,0,104,2020-03-18,"48.669026","19.699024"
"Slovenia",275,1,0,274,2020-03-18,"46.151241","14.995463"
"Somalia",1,0,0,1,2020-03-18,"5.152149","46.199616"
"South Africa",116,0,0,116,2020-03-18,"-30.559482","22.937506"
"Spain",13910,623,1081,12206,2020-03-18,"40.463667","-3.74922"
"Sri Lanka",51,0,1,50,2020-03-18,"7.873054","80.771797"
"Sudan",2,1,0,1,2020-03-18,"12.862807","30.217636"
"Suriname",1,0,0,1,2020-03-18,"3.919305","-56.027783"
"Sweden",1279,10,1,1268,2020-03-18,"60.128161","18.643501"
"Switzerland",3028,28,15,2985,2020-03-18,"46.818188","8.227512"
"Taiwan*",100,1,22,77,2020-03-18,"23.69781","120.960515"
"Tanzania",3,0,0,3,2020-03-18,"-6.369028","34.888822"
"Thailand",212,1,42,169,2020-03-18,"15.870032","100.992541"
"The Bahamas",1,0,0,1,2020-03-18,"-22.95764","18.49041"
"The Gambia",0,0,0,0,2020-03-18,"-22.95764","18.49041"
"Togo",1,0,0,1,2020-03-18,"8.619543","0.824782"
"Trinidad and Tobago",7,0,0,7,2020-03-18,"10.691803","-61.222503"
"Tunisia",29,0,0,29,2020-03-18,"33.886917","9.537499"
"Turkey",98,1,0,97,2020-03-18,"38.963745","35.243322"
"Ukraine",14,2,0,12,2020-03-18,"48.379433","31.16558"
"United Arab Emirates",113,0,26,87,2020-03-18,"23.424076","53.847818"
"United Kingdom",2642,72,67,2503,2020-03-18,"55.378051","-3.435973"
"Uruguay",50,0,0,50,2020-03-18,"-32.522779","-55.765835"
"US",7786,118,106,7562,2020-03-18,"37.09024","-95.712891"
"Uzbekistan",15,0,0,15,2020-03-18,"41.377491","64.585262"
"Venezuela",36,0,0,36,2020-03-18,"6.42375","-66.58973"
"Vietnam",75,0,16,59,2020-03-18,"14.058324","108.277199"
"Zambia",2,0,0,2,2020-03-18,"-13.133897","27.849332"
"Afghanistan",22,0,1,21,2020-03-17,"33.93911","67.709953"
"Albania",55,1,0,54,2020-03-17,"41.153332","20.168331"
"Algeria",60,4,12,44,2020-03-17,"28.033886","1.659626"
"Andorra",39,0,1,38,2020-03-17,"42.546245","1.601554"
"Antigua and Barbuda",1,0,0,1,2020-03-17,"17.060816","-61.796428"
"Argentina",68,2,3,63,2020-03-17,"-38.416097","-63.616672"
"Armenia",78,0,1,77,2020-03-17,"40.069099","45.038189"
"Aruba",3,0,0,3,2020-03-17,"-22.95764","18.49041"
"Australia",452,5,23,424,2020-03-17,"-25.274398","133.775136"
"Austria",1332,3,1,1328,2020-03-17,"47.516231","14.550072"
"Azerbaijan",28,1,6,21,2020-03-17,"40.143105","47.576927"
"Bahrain",228,1,81,146,2020-03-17,"25.930414","50.637772"
"Bangladesh",10,0,3,7,2020-03-17,"23.684994","90.356331"
"Barbados",2,0,0,2,2020-03-17,"13.193887","-59.543198"
"Belarus",36,0,3,33,2020-03-17,"53.709807","27.953389"
"Belgium",1243,10,1,1232,2020-03-17,"50.503887","4.469936"
"Benin",1,0,0,1,2020-03-17,"9.30769","2.315834"
"Bhutan",1,0,0,1,2020-03-17,"27.514162","90.433601"
"Bolivia",11,0,0,11,2020-03-17,"-16.290154","-63.588653"
"Bosnia and Herzegovina",26,0,2,24,2020-03-17,"43.915886","17.679076"
"Brazil",321,1,2,318,2020-03-17,"-14.235004","-51.92528"
"Brunei",56,0,0,56,2020-03-17,"4.535277","114.727669"
"Bulgaria",67,2,0,65,2020-03-17,"42.733883","25.48583"
"Burkina Faso",15,0,0,15,2020-03-17,"12.238333","-1.561593"
"Cambodia",33,0,1,32,2020-03-17,"12.565679","104.990963"
"Cameroon",10,0,0,10,2020-03-17,"7.369722","12.354722"
"Canada",478,5,9,464,2020-03-17,"56.130366","-106.346771"
"Central African Republic",1,0,0,1,2020-03-17,"6.611111","20.939444"
"Chile",201,0,0,201,2020-03-17,"-35.675147","-71.542969"
"China",81058,3230,68798,9030,2020-03-17,"35.86166","104.195397"
"Colombia",65,0,1,64,2020-03-17,"4.570868","-74.297333"
"Congo (Brazzaville)",1,0,0,1,2020-03-17,"-0.228021","15.827659"
"Congo (Kinshasa)",3,0,0,3,2020-03-17,"-4.038333","21.758664"
"Costa Rica",41,0,0,41,2020-03-17,"9.748917","-83.753428"
"Cote d'Ivoire",5,0,1,4,2020-03-17,"7.539989","-5.54708"
"Croatia",65,0,4,61,2020-03-17,"45.1","15.2"
"Cruise Ship",696,7,325,364,2020-03-17,"-22.95764","18.49041"
"Cuba",5,0,0,5,2020-03-17,"21.521757","-77.781167"
"Cyprus",46,0,0,46,2020-03-17,"35.126413","33.429859"
"Czechia",396,0,3,393,2020-03-17,"49.817492","15.472962"
"Denmark",1024,4,1,1019,2020-03-17,"56.26392","9.501785"
"Dominican Republic",21,1,0,20,2020-03-17,"18.735693","-70.162651"
"Ecuador",58,2,0,56,2020-03-17,"-1.831239","-78.183406"
"Egypt",196,4,32,160,2020-03-17,"26.820553","30.802498"
"Equatorial Guinea",1,0,0,1,2020-03-17,"1.650801","10.267895"
"Estonia",225,0,1,224,2020-03-17,"58.595272","25.013607"
"Eswatini",1,0,0,1,2020-03-17,"-26.522503","31.465866"
"Ethiopia",5,0,0,5,2020-03-17,"9.145","40.489673"
"Finland",321,0,10,311,2020-03-17,"61.92411","25.748151"
"France",7683,148,12,7523,2020-03-17,"46.227638","2.213749"
"French Guiana",11,0,0,11,2020-03-17,"-22.95764","18.49041"
"Gabon",1,0,0,1,2020-03-17,"-0.803689","11.609444"
"Georgia",34,0,1,33,2020-03-17,"42.315407","43.356892"
"Germany",9257,24,67,9166,2020-03-17,"51.165691","10.451526"
"Ghana",7,0,0,7,2020-03-17,"7.946527","-1.023194"
"Greece",387,5,8,374,2020-03-17,"39.074208","21.824312"
"Greenland",1,0,0,1,2020-03-17,"-22.95764","18.49041"
"Guadeloupe",18,0,0,18,2020-03-17,"-22.95764","18.49041"
"Guam",3,0,0,3,2020-03-17,"-22.95764","18.49041"
"Guatemala",6,1,0,5,2020-03-17,"15.783471","-90.230759"
"Guernsey",0,0,0,0,2020-03-17,"-22.95764","18.49041"
"Guinea",1,0,0,1,2020-03-17,"9.945587","-9.696645"
"Guyana",7,1,0,6,2020-03-17,"4.860416","-58.93018"
"Holy See",1,0,0,1,2020-03-17,"41.902916","12.453389"
"Honduras",8,0,0,8,2020-03-17,"15.199999","-86.241905"
"Hungary",50,1,2,47,2020-03-17,"47.162494","19.503304"
"Iceland",220,1,0,219,2020-03-17,"64.963051","-19.020835"
"India",142,3,14,125,2020-03-17,"20.593684","78.96288"
"Indonesia",172,5,8,159,2020-03-17,"-0.789275","113.921327"
"Iran",16169,988,5389,9792,2020-03-17,"32.427908","53.688046"
"Iraq",154,11,32,111,2020-03-17,"33.223191","43.679291"
"Ireland",223,2,5,216,2020-03-17,"53.41291","-8.24389"
"Israel",337,0,11,326,2020-03-17,"31.046051","34.851612"
"Italy",31506,2503,2941,26062,2020-03-17,"41.87194","12.56738"
"Jamaica",12,0,2,10,2020-03-17,"18.109581","-77.297508"
"Japan",878,29,144,705,2020-03-17,"36.204824","138.252924"
"Jersey",0,0,0,0,2020-03-17,"-22.95764","18.49041"
"Jordan",34,0,1,33,2020-03-17,"30.585164","36.238414"
"Kazakhstan",33,0,0,33,2020-03-17,"48.019573","66.923684"
"Kenya",3,0,0,3,2020-03-17,"-0.023559","37.906193"
"Korea, South",8320,81,1407,6832,2020-03-17,"35.907757","127.766922"
"Kosovo",2,0,0,2,2020-03-17,"42.602636","20.902977"
"Kuwait",130,0,9,121,2020-03-17,"29.31166","47.481766"
"Latvia",49,0,1,48,2020-03-17,"56.879635","24.603189"
"Lebanon",120,3,3,114,2020-03-17,"33.854721","35.862285"
"Liberia",1,0,0,1,2020-03-17,"6.428055","-9.429499"
"Liechtenstein",7,0,0,7,2020-03-17,"47.166","9.555373"
"Lithuania",25,0,1,24,2020-03-17,"55.169438","23.881275"
"Luxembourg",140,1,0,139,2020-03-17,"49.815273","6.129583"
"Malaysia",673,2,49,622,2020-03-17,"4.210484","101.975766"
"Maldives",13,0,0,13,2020-03-17,"3.202778","73.22068"
"Malta",38,0,2,36,2020-03-17,"35.937496","14.375416"
"Martinique",16,1,0,15,2020-03-17,"-22.95764","18.49041"
"Mauritania",1,0,0,1,2020-03-17,"21.00789","-10.940835"
"Mayotte",1,0,0,1,2020-03-17,"-22.95764","18.49041"
"Mexico",82,0,4,78,2020-03-17,"23.634501","-102.552784"
"Moldova",30,0,1,29,2020-03-17,"47.411631","28.369885"
"Monaco",7,0,0,7,2020-03-17,"43.750298","7.412841"
"Mongolia",5,0,0,5,2020-03-17,"46.862496","103.846656"
"Montenegro",2,0,0,2,2020-03-17,"42.708678","19.37439"
"Morocco",38,2,1,35,2020-03-17,"31.791702","-7.09262"
"Namibia",2,0,0,2,2020-03-17,"-22.95764","18.49041"
"Nepal",1,0,1,0,2020-03-17,"28.394857","84.124008"
"Netherlands",1708,43,2,1663,2020-03-17,"52.132633","5.291266"
"New Zealand",12,0,0,12,2020-03-17,"-40.900557","174.885971"
"Nigeria",3,0,0,3,2020-03-17,"9.081999","8.675277"
"North Macedonia",26,0,1,25,2020-03-17,"41.608635","21.745275"
"Norway",1463,3,1,1459,2020-03-17,"60.472024","8.468946"
"occupied Palestinian territory",0,0,0,0,2020-03-17,"-22.95764","18.49041"
"Oman",24,0,9,15,2020-03-17,"21.512583","55.923255"
"Pakistan",236,0,2,234,2020-03-17,"30.375321","69.345116"
"Panama",69,1,0,68,2020-03-17,"8.537981","-80.782127"
"Paraguay",9,0,0,9,2020-03-17,"-23.442503","-58.443832"
"Peru",117,0,1,116,2020-03-17,"-9.189967","-75.015152"
"Philippines",187,12,5,170,2020-03-17,"12.879721","121.774017"
"Poland",238,5,13,220,2020-03-17,"51.919438","19.145136"
"Portugal",448,1,3,444,2020-03-17,"39.399872","-8.224454"
"Puerto Rico",0,0,0,0,2020-03-17,"-22.95764","18.49041"
"Qatar",439,0,4,435,2020-03-17,"25.354826","51.183884"
"Republic of the Congo",0,0,0,0,2020-03-17,"-22.95764","18.49041"
"Reunion",9,0,0,9,2020-03-17,"-22.95764","18.49041"
"Romania",184,0,16,168,2020-03-17,"45.943161","24.96676"
"Russia",114,0,8,106,2020-03-17,"61.52401","105.318756"
"Rwanda",7,0,0,7,2020-03-17,"-1.940278","29.873888"
"Saint Lucia",2,0,0,2,2020-03-17,"13.909444","-60.978893"
"Saint Vincent and the Grenadines",1,0,0,1,2020-03-17,"12.984305","-61.287228"
"San Marino",109,7,4,98,2020-03-17,"43.94236","12.457777"
"Saudi Arabia",171,0,6,165,2020-03-17,"23.885942","45.079162"
"Senegal",26,0,2,24,2020-03-17,"14.497401","-14.452362"
"Serbia",65,0,1,64,2020-03-17,"44.016521","21.005859"
"Seychelles",4,0,0,4,2020-03-17,"-4.679574","55.491977"
"Singapore",266,0,114,152,2020-03-17,"1.352083","103.819836"
"Slovakia",72,0,0,72,2020-03-17,"48.669026","19.699024"
"Slovenia",275,1,0,274,2020-03-17,"46.151241","14.995463"
"Somalia",1,0,0,1,2020-03-17,"5.152149","46.199616"
"South Africa",62,0,0,62,2020-03-17,"-30.559482","22.937506"
"Spain",11748,533,1028,10187,2020-03-17,"40.463667","-3.74922"
"Sri Lanka",44,0,1,43,2020-03-17,"7.873054","80.771797"
"Sudan",1,1,0,0,2020-03-17,"12.862807","30.217636"
"Suriname",1,0,0,1,2020-03-17,"3.919305","-56.027783"
"Sweden",1190,7,1,1182,2020-03-17,"60.128161","18.643501"
"Switzerland",2700,27,4,2669,2020-03-17,"46.818188","8.227512"
"Taiwan*",77,1,22,54,2020-03-17,"23.69781","120.960515"
"Tanzania",1,0,0,1,2020-03-17,"-6.369028","34.888822"
"Thailand",177,1,41,135,2020-03-17,"15.870032","100.992541"
"The Bahamas",1,0,0,1,2020-03-17,"-22.95764","18.49041"
"The Gambia",1,0,0,1,2020-03-17,"-22.95764","18.49041"
"Togo",1,0,0,1,2020-03-17,"8.619543","0.824782"
"Trinidad and Tobago",5,0,0,5,2020-03-17,"10.691803","-61.222503"
"Tunisia",24,0,0,24,2020-03-17,"33.886917","9.537499"
"Turkey",47,1,0,46,2020-03-17,"38.963745","35.243322"
"Ukraine",14,2,0,12,2020-03-17,"48.379433","31.16558"
"United Arab Emirates",98,0,23,75,2020-03-17,"23.424076","53.847818"
"United Kingdom",1960,56,53,1851,2020-03-17,"55.378051","-3.435973"
"Uruguay",29,0,0,29,2020-03-17,"-32.522779","-55.765835"
"US",6421,108,17,6296,2020-03-17,"37.09024","-95.712891"
"Uzbekistan",10,0,0,10,2020-03-17,"41.377491","64.585262"
"Venezuela",33,0,0,33,2020-03-17,"6.42375","-66.58973"
"Vietnam",66,0,16,50,2020-03-17,"14.058324","108.277199"
"Afghanistan",21,0,1,20,2020-03-16,"33.93911","67.709953"
"Albania",51,1,0,50,2020-03-16,"41.153332","20.168331"
"Algeria",54,4,12,38,2020-03-16,"28.033886","1.659626"
"Andorra",2,0,1,1,2020-03-16,"42.546245","1.601554"
"Antigua and Barbuda",1,0,0,1,2020-03-16,"17.060816","-61.796428"
"Argentina",56,2,1,53,2020-03-16,"-38.416097","-63.616672"
"Armenia",52,0,0,52,2020-03-16,"40.069099","45.038189"
"Aruba",2,0,0,2,2020-03-16,"-22.95764","18.49041"
"Australia",377,3,23,351,2020-03-16,"-25.274398","133.775136"
"Austria",1018,3,6,1009,2020-03-16,"47.516231","14.550072"
"Azerbaijan",15,1,6,8,2020-03-16,"40.143105","47.576927"
"Bahrain",214,1,77,136,2020-03-16,"25.930414","50.637772"
"Bangladesh",8,0,2,6,2020-03-16,"23.684994","90.356331"
"Belarus",36,0,3,33,2020-03-16,"53.709807","27.953389"
"Belgium",1058,5,1,1052,2020-03-16,"50.503887","4.469936"
"Benin",1,0,0,1,2020-03-16,"9.30769","2.315834"
"Bhutan",1,0,0,1,2020-03-16,"27.514162","90.433601"
"Bolivia",11,0,0,11,2020-03-16,"-16.290154","-63.588653"
"Bosnia and Herzegovina",25,0,0,25,2020-03-16,"43.915886","17.679076"
"Brazil",200,0,1,199,2020-03-16,"-14.235004","-51.92528"
"Brunei",54,0,0,54,2020-03-16,"4.535277","114.727669"
"Bulgaria",52,2,0,50,2020-03-16,"42.733883","25.48583"
"Burkina Faso",15,0,0,15,2020-03-16,"12.238333","-1.561593"
"Cambodia",7,0,1,6,2020-03-16,"12.565679","104.990963"
"Cameroon",4,0,0,4,2020-03-16,"7.369722","12.354722"
"Canada",415,4,9,402,2020-03-16,"56.130366","-106.346771"
"Central African Republic",1,0,0,1,2020-03-16,"6.611111","20.939444"
"Chile",155,0,0,155,2020-03-16,"-35.675147","-71.542969"
"China",81033,3217,67910,9906,2020-03-16,"35.86166","104.195397"
"Colombia",54,0,0,54,2020-03-16,"4.570868","-74.297333"
"Congo (Brazzaville)",1,0,0,1,2020-03-16,"-0.228021","15.827659"
"Congo (Kinshasa)",2,0,0,2,2020-03-16,"-4.038333","21.758664"
"Costa Rica",35,0,0,35,2020-03-16,"9.748917","-83.753428"
"Cote d'Ivoire",1,0,0,1,2020-03-16,"7.539989","-5.54708"
"Croatia",57,0,2,55,2020-03-16,"45.1","15.2"
"Cruise Ship",696,7,325,364,2020-03-16,"-22.95764","18.49041"
"Cuba",4,0,0,4,2020-03-16,"21.521757","-77.781167"
"Cyprus",33,0,0,33,2020-03-16,"35.126413","33.429859"
"Czechia",298,0,3,295,2020-03-16,"49.817492","15.472962"
"Denmark",932,3,1,928,2020-03-16,"56.26392","9.501785"
"Dominican Republic",11,0,0,11,2020-03-16,"18.735693","-70.162651"
"Ecuador",37,2,0,35,2020-03-16,"-1.831239","-78.183406"
"Egypt",150,2,27,121,2020-03-16,"26.820553","30.802498"
"Equatorial Guinea",1,0,0,1,2020-03-16,"1.650801","10.267895"
"Estonia",205,0,1,204,2020-03-16,"58.595272","25.013607"
"Eswatini",1,0,0,1,2020-03-16,"-26.522503","31.465866"
"Ethiopia",5,0,0,5,2020-03-16,"9.145","40.489673"
"Finland",277,0,10,267,2020-03-16,"61.92411","25.748151"
"France",6650,148,12,6490,2020-03-16,"46.227638","2.213749"
"French Guiana",11,0,0,11,2020-03-16,"-22.95764","18.49041"
"Gabon",1,0,0,1,2020-03-16,"-0.803689","11.609444"
"Georgia",33,0,1,32,2020-03-16,"42.315407","43.356892"
"Germany",7272,17,67,7188,2020-03-16,"51.165691","10.451526"
"Ghana",6,0,0,6,2020-03-16,"7.946527","-1.023194"
"Greece",331,4,8,319,2020-03-16,"39.074208","21.824312"
"Greenland",1,0,0,1,2020-03-16,"-22.95764","18.49041"
"Guadeloupe",6,0,0,6,2020-03-16,"-22.95764","18.49041"
"Guam",3,0,0,3,2020-03-16,"-22.95764","18.49041"
"Guatemala",2,1,0,1,2020-03-16,"15.783471","-90.230759"
"Guernsey",1,0,0,1,2020-03-16,"-22.95764","18.49041"
"Guinea",1,0,0,1,2020-03-16,"9.945587","-9.696645"
"Guyana",4,1,0,3,2020-03-16,"4.860416","-58.93018"
"Holy See",1,0,0,1,2020-03-16,"41.902916","12.453389"
"Honduras",6,0,0,6,2020-03-16,"15.199999","-86.241905"
"Hungary",39,1,1,37,2020-03-16,"47.162494","19.503304"
"Iceland",180,0,0,180,2020-03-16,"64.963051","-19.020835"
"India",119,2,13,104,2020-03-16,"20.593684","78.96288"
"Indonesia",134,5,8,121,2020-03-16,"-0.789275","113.921327"
"Iran",14991,853,4590,9548,2020-03-16,"32.427908","53.688046"
"Iraq",124,10,26,88,2020-03-16,"33.223191","43.679291"
"Ireland",169,2,0,167,2020-03-16,"53.41291","-8.24389"
"Israel",255,0,4,251,2020-03-16,"31.046051","34.851612"
"Italy",27980,2158,2749,23073,2020-03-16,"41.87194","12.56738"
"Jamaica",10,0,2,8,2020-03-16,"18.109581","-77.297508"
"Japan",825,27,144,654,2020-03-16,"36.204824","138.252924"
"Jersey",2,0,0,2,2020-03-16,"-22.95764","18.49041"
"Jordan",17,0,1,16,2020-03-16,"30.585164","36.238414"
"Kazakhstan",10,0,0,10,2020-03-16,"48.019573","66.923684"
"Kenya",3,0,0,3,2020-03-16,"-0.023559","37.906193"
"Korea, South",8236,75,1137,7024,2020-03-16,"35.907757","127.766922"
"Kosovo",2,0,0,2,2020-03-16,"42.602636","20.902977"
"Kuwait",123,0,9,114,2020-03-16,"29.31166","47.481766"
"Latvia",34,0,1,33,2020-03-16,"56.879635","24.603189"
"Lebanon",99,3,1,95,2020-03-16,"33.854721","35.862285"
"Liberia",1,0,0,1,2020-03-16,"6.428055","-9.429499"
"Liechtenstein",4,0,0,4,2020-03-16,"47.166","9.555373"
"Lithuania",17,0,1,16,2020-03-16,"55.169438","23.881275"
"Luxembourg",77,1,0,76,2020-03-16,"49.815273","6.129583"
"Malaysia",566,0,42,524,2020-03-16,"4.210484","101.975766"
"Maldives",13,0,0,13,2020-03-16,"3.202778","73.22068"
"Malta",30,0,2,28,2020-03-16,"35.937496","14.375416"
"Martinique",15,1,0,14,2020-03-16,"-22.95764","18.49041"
"Mauritania",1,0,0,1,2020-03-16,"21.00789","-10.940835"
"Mayotte",1,0,0,1,2020-03-16,"-22.95764","18.49041"
"Mexico",53,0,4,49,2020-03-16,"23.634501","-102.552784"
"Moldova",23,0,0,23,2020-03-16,"47.411631","28.369885"
"Monaco",7,0,0,7,2020-03-16,"43.750298","7.412841"
"Mongolia",1,0,0,1,2020-03-16,"46.862496","103.846656"
"Morocco",29,1,1,27,2020-03-16,"31.791702","-7.09262"
"Namibia",2,0,0,2,2020-03-16,"-22.95764","18.49041"
"Nepal",1,0,1,0,2020-03-16,"28.394857","84.124008"
"Netherlands",1414,24,2,1388,2020-03-16,"52.132633","5.291266"
"New Zealand",8,0,0,8,2020-03-16,"-40.900557","174.885971"
"Nigeria",2,0,0,2,2020-03-16,"9.081999","8.675277"
"North Macedonia",18,0,1,17,2020-03-16,"41.608635","21.745275"
"Norway",1333,3,1,1329,2020-03-16,"60.472024","8.468946"
"occupied Palestinian territory",0,0,0,0,2020-03-16,"-22.95764","18.49041"
"Oman",22,0,9,13,2020-03-16,"21.512583","55.923255"
"Pakistan",136,0,2,134,2020-03-16,"30.375321","69.345116"
"Panama",55,1,0,54,2020-03-16,"8.537981","-80.782127"
"Paraguay",8,0,0,8,2020-03-16,"-23.442503","-58.443832"
"Peru",86,0,0,86,2020-03-16,"-9.189967","-75.015152"
"Philippines",142,12,2,128,2020-03-16,"12.879721","121.774017"
"Poland",177,4,13,160,2020-03-16,"51.919438","19.145136"
"Portugal",331,0,3,328,2020-03-16,"39.399872","-8.224454"
"Puerto Rico",3,0,0,3,2020-03-16,"-22.95764","18.49041"
"Qatar",439,0,4,435,2020-03-16,"25.354826","51.183884"
"Republic of the Congo",1,0,0,1,2020-03-16,"-22.95764","18.49041"
"Reunion",9,0,0,9,2020-03-16,"-22.95764","18.49041"
"Romania",158,0,9,149,2020-03-16,"45.943161","24.96676"
"Russia",90,0,8,82,2020-03-16,"61.52401","105.318756"
"Rwanda",5,0,0,5,2020-03-16,"-1.940278","29.873888"
"Saint Lucia",2,0,0,2,2020-03-16,"13.909444","-60.978893"
"Saint Vincent and the Grenadines",1,0,0,1,2020-03-16,"12.984305","-61.287228"
"San Marino",109,7,4,98,2020-03-16,"43.94236","12.457777"
"Saudi Arabia",118,0,2,116,2020-03-16,"23.885942","45.079162"
"Senegal",24,0,2,22,2020-03-16,"14.497401","-14.452362"
"Serbia",55,0,1,54,2020-03-16,"44.016521","21.005859"
"Seychelles",3,0,0,3,2020-03-16,"-4.679574","55.491977"
"Singapore",243,0,109,134,2020-03-16,"1.352083","103.819836"
"Slovakia",63,0,0,63,2020-03-16,"48.669026","19.699024"
"Slovenia",253,1,0,252,2020-03-16,"46.151241","14.995463"
"Somalia",1,0,0,1,2020-03-16,"5.152149","46.199616"
"South Africa",62,0,0,62,2020-03-16,"-30.559482","22.937506"
"Spain",9942,342,530,9070,2020-03-16,"40.463667","-3.74922"
"Sri Lanka",28,0,1,27,2020-03-16,"7.873054","80.771797"
"Sudan",1,1,0,0,2020-03-16,"12.862807","30.217636"
"Suriname",1,0,0,1,2020-03-16,"3.919305","-56.027783"
"Sweden",1103,6,1,1096,2020-03-16,"60.128161","18.643501"
"Switzerland",2200,14,4,2182,2020-03-16,"46.818188","8.227512"
"Taiwan*",67,1,20,46,2020-03-16,"23.69781","120.960515"
"Tanzania",1,0,0,1,2020-03-16,"-6.369028","34.888822"
"Thailand",147,1,35,111,2020-03-16,"15.870032","100.992541"
"The Bahamas",1,0,0,1,2020-03-16,"-22.95764","18.49041"
"Togo",1,0,0,1,2020-03-16,"8.619543","0.824782"
"Trinidad and Tobago",4,0,0,4,2020-03-16,"10.691803","-61.222503"
"Tunisia",20,0,0,20,2020-03-16,"33.886917","9.537499"
"Turkey",18,0,0,18,2020-03-16,"38.963745","35.243322"
"Ukraine",7,1,0,6,2020-03-16,"48.379433","31.16558"
"United Arab Emirates",98,0,23,75,2020-03-16,"23.424076","53.847818"
"United Kingdom",1551,56,21,1474,2020-03-16,"55.378051","-3.435973"
"Uruguay",8,0,0,8,2020-03-16,"-32.522779","-55.765835"
"US",4632,85,17,4530,2020-03-16,"37.09024","-95.712891"
"Uzbekistan",6,0,0,6,2020-03-16,"41.377491","64.585262"
"Venezuela",17,0,0,17,2020-03-16,"6.42375","-66.58973"
"Vietnam",61,0,16,45,2020-03-16,"14.058324","108.277199"
"Afghanistan",16,0,0,16,2020-03-15,"33.93911","67.709953"
